id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
1111;Yuu Yuu Hakusho;幽☆遊☆白書;Yuu Yuu Hakusho;placeholder_url;Super Nintendo;Fighting;True;22-12-1993;Namco;Namco;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1112;Brawl Brothers;ラッシングビート乱;Rushing Beat Ran: Fukusei Toshi;placeholder_url;Super Nintendo;Beat'em up;False;22-12-1992;Jaleco;Jaleco;playable;simple;Beat'em up;Action-focused gameplay with minimal text needed.
1113;Pocky & Rocky;キキ・カイカイ;KiKi KaiKai: Nazo no Kuro Mantle;placeholder_url;Super Nintendo;Action;False;22-12-1992;Natsume;Natsume;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1114;Road Runner's Death Valley Rally;ロードランナー;Road Runner vs. Wile E. Coyote;placeholder_url;Super Nintendo;Platform;False;22-12-1992;ICOM Simulations;Sunsoft;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1115;Shounen Ashibe;少年アシベ;Shounen Ashibe;placeholder_url;Super Nintendo;Action;True;22-12-1992;Nova Games;Takara;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1116;Okamoto Ayako to Match Play Golf;岡本綾子とマッチプレーゴルフ;Okamoto Ayako to Match Play Golf;placeholder_url;Super Nintendo;Sports;True;21-12-1994;C.P. Brain;Tsukuda Original;caution;simple;Golf game;Menu navigation in Japanese but gameplay is visual.
1117;Ryuuko no Ken 2;龍虎の拳2;Art of Fighting 2;placeholder_url;Super Nintendo;Fighting;True;21-12-1994;Monolith Corporation;Saurus;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1118;E.V.O.: Search for Eden;46億年物語 はるかなるエデンへ;46 Okunen Monogatari: Harukanaru Eden e;placeholder_url;Super Nintendo;Action RPG;False;21-12-1992;Almanic;Enix;playable;simple;Action RPG;English release available with simple gameplay.
1119;Nobunaga's Ambition;スーパー信長の野望 武将風雲録;Super Nobunaga no Yabou: Bushou Fuu'unroku;placeholder_url;Super Nintendo;Strategy;False;21-12-1991;Koei;Koei;caution;complex;Strategy game;English release available but complex systems.
1120;SD Gundam Gaiden;SDガンダム外伝 ナイトガンダム物語;Knight Gundam Monogatari;placeholder_url;Super Nintendo;RPG;True;21-12-1991;Tose;Angel;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1121;Final Fight;ファイナルファイト;Final Fight;placeholder_url;Super Nintendo;Beat'em up;False;21-12-1990;Capcom;Capcom;playable;simple;Beat'em up;Action-focused gameplay with minimal text needed.
1122;Gradius III;グラディウスIII;Gradius III;placeholder_url;Super Nintendo;Shooter;False;21-12-1990;Konami;Konami;playable;simple;Shoot'em up;Action-focused gameplay with minimal text needed.
1123;Pilotwings;パイロットウイングス;Pilotwings;placeholder_url;Super Nintendo;Flight Sim;False;21-12-1990;Nintendo EAD;Nintendo;playable;simple;Flight simulation;Visual-based gameplay with minimal text needed.
1124;Bomberman B-Daman;ボンバーマンビーダマン;Bomberman B-Daman;placeholder_url;Super Nintendo;Action;True;20-12-1996;A.I. Company;Hudson Soft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1125;Cu-On-Pa;キューオンパ;Cu-On-Pa;placeholder_url;Super Nintendo;Puzzle;True;20-12-1996;T&E Soft;T&E Soft;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1126;G-O-D;G-O-D 目覚めよと呼ぶ声が聞こえ;G-O-D: Mezame yoto Yobu Koe ga Kikoe;placeholder_url;Super Nintendo;RPG;True;20-12-1996;Infinity;Imagineer;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1127;Maui Mallard in Cold Shadow;ドナルドのメイジマラード;Donald in Maui Mallard;placeholder_url;Super Nintendo;Platform;False;20-12-1996;Eurocom;Nintendo;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1128;Mini Yonku Shining Scorpion;ミニ四駆シャイニングスコーピオン;Mini Yonku Shining Scorpion: Let's & Go!!;placeholder_url;Super Nintendo;Racing;True;20-12-1996;KID;ASCII;playable;simple;Racing game;Racing gameplay with minimal text needed.
1129;Nishijin Pachinko Monogatari 3;西陣パチンコ物語3;Nishijin Pachinko Monogatari 3;placeholder_url;Super Nintendo;Simulation;True;20-12-1996;Soft Machine;KSS;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1130;Pinocchio;ピノキオ;Pinocchio;placeholder_url;Super Nintendo;Platform;False;20-12-1996;Virgin Interactive;Nintendo;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1131;Street Fighter Alpha 2;ストリートファイターZERO 2;Street Fighter Zero 2;placeholder_url;Super Nintendo;Fighting;False;20-12-1996;Capcom;Capcom;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1132;Mizuki Shigeru no Youkai;水木しげるの妖怪百鬼夜行;Mizuki Shigeru no Youkai Hyakkiyakou;placeholder_url;Super Nintendo;Adventure;True;20-12-1995;Unknown;KSS;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
1133;Dungeon Master;ダンジョンマスター;Dungeon Master;placeholder_url;Super Nintendo;RPG;False;20-12-1991;Software Heaven;JVC;caution;complex;RPG adventure;English release available but complex systems.
1134;Super Fire Pro Wrestling;スーパーファイヤープロレスリング;Super Fire Pro Wrestling;placeholder_url;Super Nintendo;Sports;True;20-12-1991;Human Club;Human Entertainment;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1135;Breath of Fire II;ブレス オブ ファイアII;Breath of Fire II;placeholder_url;Super Nintendo;RPG;False;02-12-1994;Capcom;Capcom;caution;complex;RPG adventure;English release available but complex systems.
1136;Dokapon 3-2-1;どかぽん3・2・1;Dokapon 3-2-1: Arashi wo Yobu Yujo;placeholder_url;Super Nintendo;Board Game;True;02-12-1994;Asmik;Asmik;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1137;The Last Battle;ザ・ラストバトル;The Last Battle;placeholder_url;Super Nintendo;Fighting;True;02-12-1994;Atelier Double;Techiku;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1138;Seifuku Densetsu;制服伝説;Seifuku Densetsu: Pretty Fighter;placeholder_url;Super Nintendo;Fighting;True;02-12-1994;Unknown;Imagineer;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1139;Street Racer;ストリートレーサー;Street Racer;placeholder_url;Super Nintendo;Racing;False;02-12-1994;Vivid Image;Ubisoft;playable;simple;Racing game;Racing gameplay with minimal text needed.
1140;Super Mahjong 2;スーパー麻雀2;Super Mahjong 2: Honkaku 4 Nin Uchi!;placeholder_url;Super Nintendo;Mahjong;True;02-12-1993;Unknown;I'MAX;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
1141;Ball Bullet Gun;ボールブレットガン;Ball Bullet Gun: Survival Game Simulation;placeholder_url;Super Nintendo;Action;True;01-12-1995;Betop;I'MAX;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1142;Bakukyuu Renpatsu!!;爆球連発!!;Bakukyuu Renpatsu!! Super B-Daman;placeholder_url;Super Nintendo;Action;True;19-12-1997;Amble;Hudson Soft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1143;Sugoroku Ginga Senki;すごろく銀河戦記;Sugoroku Ginga Senki;placeholder_url;Super Nintendo;Board Game;True;19-12-1996;Bottom Up;Bottom Up;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1144;Hanjuku Hero;半熟英雄;Hanjuku Hero: Aa, Sekaiyo Hanjukunare...!;placeholder_url;Super Nintendo;Strategy;True;19-12-1992;Square;Square;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1145;Dragon Quest I & II;ドラゴンクエストI・II;Dragon Quest I & II;placeholder_url;Super Nintendo;RPG;True;18-12-1993;Chunsoft;Enix;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1146;Congo's Caper;たたかえ原始人2;Tatakae Genshijin 2: Rookie no Bouken;placeholder_url;Super Nintendo;Platform;False;18-12-1992;Data East;Data East;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1147;Cybernator;重装機兵ヴァルケン;Juusou Kihen Valken;placeholder_url;Super Nintendo;Action;False;18-12-1992;Masaya;Konami;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1148;David Crane's Amazing Tennis;アメージングテニス;Amazing Tennis;placeholder_url;Super Nintendo;Sports;False;18-12-1992;Imagineering;Absolute;playable;simple;Tennis game;Sports gameplay with minimal text needed.
1149;Flying Hero;フライングヒーロー;Flying Hero: Bugyuru no Daibouken;placeholder_url;Super Nintendo;Action;True;18-12-1992;Sting;SOFEL;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1150;SD Gundam Gaiden 2;SDガンダム外伝2;SD Gundam Gaiden 2: Entaku no Kishi;placeholder_url;Super Nintendo;RPG;True;18-12-1992;Tose;Yutaka;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1151;Stealth;ステルス;Stealth;placeholder_url;Super Nintendo;Action;True;18-12-1992;Axes Art Amuse;Hect;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1152;Super F1 Hero;スーパーF1ヒーロー;Super F1 Hero;placeholder_url;Super Nintendo;Racing;True;18-12-1992;Aprinet;Varie;playable;simple;Racing game;Racing gameplay with minimal text needed.
1153;Super Nichibutsu Mahjong;スーパー日本物麻雀;Super Nichibutsu Mahjong;placeholder_url;Super Nintendo;Mahjong;True;18-12-1992;Unknown;Nichibutsu;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
1154;Super Oozumou;スーパー大相撲;Super Oozumou: Nessen Ooichiban;placeholder_url;Super Nintendo;Sports;True;18-12-1992;Unknown;Namco;caution;simple;Sumo game;Menu navigation in Japanese but gameplay is visual.
1155;Super Star Wars;スーパースターウォーズ;Super Star Wars;placeholder_url;Super Nintendo;Action;False;18-12-1992;LucasArts;JVC;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1156;Super Tetris 2;スーパーテトリス2;Super Tetris 2 + Bombliss;placeholder_url;Super Nintendo;Puzzle;True;18-12-1992;Tose;Bullet-Proof;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1157;Lemmings;レミングス;Lemmings;placeholder_url;Super Nintendo;Puzzle;False;18-12-1991;Psygnosis;Sunsoft;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1158;The Great Battle IV;ザ・グレイトバトルIV;The Great Battle IV;placeholder_url;Super Nintendo;Action;True;17-12-1994;Sun L;Banpresto;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1159;Alcahest;アルカヘスト;Alcahest;placeholder_url;Super Nintendo;Action RPG;True;17-12-1993;HAL Laboratory;Square;playable;simple;Action RPG;Action-focused gameplay with minimal text needed.
1160;Dolucky no Kusayakiu;ドラッキーの草野球;Zoo Ball;placeholder_url;Super Nintendo;Sports;False;17-12-1993;Zoom;Technōs;playable;simple;Baseball game;Sports gameplay with minimal text needed.
1161;Doraemon 2;ドラえもん2;Doraemon 2: Nobita no Toys Land Daibouken;placeholder_url;Super Nintendo;Platform;True;17-12-1993;Pop House;Epoch;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1162;Downtown Nekketsu Baseball;ダウンタウン熱血べーすぼーる物語;Downtown Nekketsu Baseball Monogatari;placeholder_url;Super Nintendo;Sports;True;17-12-1993;Technōs;Technōs;playable;simple;Baseball game;Sports gameplay with minimal text needed.
1163;Dragon Ball Z: Super Butōden 2;ドラゴンボールZ 超武闘伝2;Dragon Ball Z: Super Butōden 2;placeholder_url;Super Nintendo;Fighting;True;17-12-1993;Tose;Bandai;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1164;Firestriker;ホーリーストライカー;Holy Striker;placeholder_url;Super Nintendo;Action;False;17-12-1993;Axes Art Amuse;DTMC;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1165;Mega Man X;ロックマンX;Rockman X;placeholder_url;Super Nintendo;Action;False;17-12-1993;Capcom;Capcom;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1166;The Peace Keepers;ラッシングビート修羅;Rushing Beat Shura;placeholder_url;Super Nintendo;Beat'em up;False;17-12-1993;Jaleco;Jaleco;playable;simple;Beat'em up;Action-focused gameplay with minimal text needed.
1167;Super Star Wars: Empire;スーパースターウォーズ 帝国の逆襲;Super Star Wars: The Empire Strikes Back;placeholder_url;Super Nintendo;Action;False;17-12-1993;LucasArts;JVC;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1168;Wondrous Magic;ワンダラスマジック;Wondrous Magic;placeholder_url;Super Nintendo;Puzzle;True;17-12-1993;System Sacom;ASCII;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1169;Yume Maboroshi;夢幻の如く;Yume Maboroshi no Gotoku;placeholder_url;Super Nintendo;RPG;True;17-12-1993;Tose;Intec;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1170;Aoki Densetsu Shoot!;蒼き伝説シュート!;Aoki Densetsu Shoot!;placeholder_url;Super Nintendo;Sports;True;16-12-1994;Affect;KSS;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
1171;Big Ichigeki! Pachi-Slot;ビッグ一撃! パチスロ大攻略;Big Ichigeki! Pachi-Slot Daikouryaku;placeholder_url;Super Nintendo;Simulation;True;16-12-1994;Syscom;Ask;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1172;Sailor Moon S;美少女戦士セーラームーンS;Bishōjo Senshi Sailor Moon S;placeholder_url;Super Nintendo;Fighting;True;16-12-1994;Arc System Works;Angel;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1173;Doraemon 3;ドラえもん3;Doraemon 3: Nobita to Toki no Hougyoku;placeholder_url;Super Nintendo;Platform;True;16-12-1994;AIM;Epoch;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1174;Dossun! Ganseki Battle;どっすん!岩石バトル;Dossun! Ganseki Battle;placeholder_url;Super Nintendo;Action;True;16-12-1994;I'MAX;I'MAX;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1175;Full Throttle Racing;フルパワー;Full Power;placeholder_url;Super Nintendo;Racing;False;16-12-1994;Gremlin;GameTek;playable;simple;Racing game;Racing gameplay with minimal text needed.
1176;Ganbare Goemon 3;がんばれゴエモン3;Ganbare Goemon 3;placeholder_url;Super Nintendo;Action;True;16-12-1994;Konami;Konami;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1177;Gionbana;祇園花;Gionbana;placeholder_url;Super Nintendo;Adventure;True;16-12-1994;Nichibutsu;Nichibutsu;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
1178;Hanafuda Ou;花札王;Hanafuda Ou;placeholder_url;Super Nintendo;Card Game;True;16-12-1994;Electronics Application;Coconuts;not-recommended;complex;Card game;Complex rules requiring Japanese knowledge.
1179;Hisshou Pachi-Slot;必勝パチスロ;Hisshou Pachi-Slot Fun;placeholder_url;Super Nintendo;Simulation;True;16-12-1994;Unknown;Pow;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1180;Mickey Tokyo Disneyland;ミッキーの東京ディズニーランド大冒険;Mickey no Tokyo Disneyland Daibōken;placeholder_url;Super Nintendo;Adventure;True;16-12-1994;Graphic Research;Tomy;playable;simple;Platform adventure;Action-focused gameplay with minimal text needed.
1181;NBA Live 95;NBAライブ95;NBA Live 95;placeholder_url;Super Nintendo;Sports;False;16-12-1994;Electronic Arts;EA Sports;playable;simple;Basketball game;Sports gameplay with minimal text needed.
1182;Newman Haas IndyCar;ナイジェルマンセル インディカー;Nigel Mansell Indy Car;placeholder_url;Super Nintendo;Racing;False;16-12-1994;Gremlin;Acclaim;playable;simple;Racing game;Racing gameplay with minimal text needed.
1183;Super Fishing;スーパーフィッシング;Super Fishing: Big Fight;placeholder_url;Super Nintendo;Sports;True;16-12-1994;Geo Factory;Naxat Soft;caution;simple;Fishing game;Menu navigation in Japanese but gameplay is visual.
